Incident Type,Incident year,Reported Month,Region of Origin,Region of Incident,Country of Origin,Number of Dead,Minimum Estimated Number of Missing,Total Number of Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Migration route,Location of death,Information Source,Coordinates,UNSD Geographical Grouping
Incident,2015,December,Eastern Africa (P),Northern Africa,Unknown,2,0,2,0,0,0,0,Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,"Khartoum, Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),"15.4770905, 32.264191",Northern Africa
Incident,2015,December,Eastern Africa (P),Northern Africa,Unknown,1,0,1,0,0,0,0,Sickness / lack of access to adequate healthcare,0,"Al Qadarif, Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),"14.024307, 35.368568",Northern Africa
Incident,2015,December,Western Asia,Mediterranean,Iraq,4,0,4,4,0,0,2,Drowning,Eastern Mediterranean,"between Bodrum, Türkiye and Kos, Greece.",Hurriyet Daily News,"36.925738, 27.254266",Uncategorized
Incident,2015,December,Western Asia,Mediterranean,Syrian Arab Republic,4,0,4,0,0,0,3,Drowning,Eastern Mediterranean,"en route to Greek island of Farmakonisi capsized in international waters off Bodrum’s Yalıkavak neighborhood, Türkiye",Hurriyet Daily News,"37.118979, 27.220141",Uncategorized
Incident,2015,December,Eastern Africa (P),Northern Africa,Unknown,1,0,1,0,0,0,0,Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,"In the Sahara Desert , Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),"20.004272, 29.707092",Northern Africa
Incident,2015,December,Eastern Africa (P),Eastern Africa,Unknown,1,0,1,0,0,0,0,Mixed or unknown,0,"Between Garowe and Bosaso, Somalia",Mixed Migration Monitoring Mechanism Initative (4mi),"10.106873, 48.86731",Eastern Africa
Incident,2015,December,Western / Southern Asia (P),Mediterranean,Mixed/Unknown,18,0,18,14,4,0,10,Drowning,Eastern Mediterranean,"En route to Kalymnos Island, Greece. About 3.5 km from the Turkish coast, near Bodrum.",AFP/Reuters,"36.941323, 27.343616",Uncategorized
Incident,2015,December,Caribbean,Central America,Cuba,1,0,1,0,0,1,0,Violence,0,"Near Ochomogo River in Pica Pica, Nicaragua",Habana Linda,"11.62863706, -85.937685",Central America
Incident,2015,December,Western / Southern Asia (P),Mediterranean,Unknown,1,0,1,61,1,0,1,Drowning,Eastern Mediterranean,En route to Chios,Hellenic Coast Guard via IOM Athens,"38.376413, 26.213546",Uncategorized
Incident,2015,December,Western / Southern Asia (P),Mediterranean,Unknown,2,0,2,0,1,1,1,Drowning,Eastern Mediterranean,"Found on Ikaria Island, Greece",Hellenic Coast Guard via IOM Athens,"37.659145, 26.326265",Uncategorized
Incident,2015,December,Eastern Africa,Europe,Eritrea,1,0,1,0,0,1,0,Accidental death,0,"Escaping from health center in Sardinia, Italy",El Comercio,"40.067293, 9.175777",Southern Europe
Incident,2015,December,Eastern Africa (P),Northern Africa,Unknown,1,0,1,0,0,0,0,Mixed or unknown,0,"Near Kassala , Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),"15.44812, 36.275513",Northern Africa
Incident,2015,December,Eastern Africa (P),Eastern Africa,Unknown,1,0,1,0,0,0,0,Mixed or unknown,0,"Near La'anod, Somalia",Mixed Migration Monitoring Mechanism Initative (4mi),"8.493103, 47.336731",Eastern Africa
Incident,2015,December,Eastern Africa (P),Northern Africa,Unknown,2,0,2,0,0,0,0,Mixed or unknown,0,"Kassala, Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),"15.464722, 36.448486",Northern Africa
Incident,2015,December,Eastern Africa (P),Northern Africa,Unknown,1,0,1,0,0,0,0,Mixed or unknown,Sahara Desert crossing,"Desert before Aswan, Egypt",Mixed Migration Monitoring Mechanism Initative (4mi),"23.188477, 32.332886",Northern Africa
Incident,2015,December,Eastern Africa (P),Northern Africa,Unknown,2,0,2,0,0,0,0,Violence,0,"Kassala, Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),"15.457275, 36.387512",Northern Africa
Incident,2015,December,Eastern Africa (P),Northern Africa,Unknown,6,0,6,0,0,0,0,Mixed or unknown,0,"Albarega (Al Burayqah) , Libya",Mixed Migration Monitoring Mechanism Initative (4mi),"30.398315, 19.578125",Northern Africa
Incident,2015,December,Eastern Africa (P),Northern Africa,Unknown,3,0,3,0,0,0,0,Sickness / lack of access to adequate healthcare,Sahara Desert crossing,"Ajdabiya, Libya",Mixed Migration Monitoring Mechanism Initative (4mi),"30.214722, 20.14032",Northern Africa
Incident,2015,December,Eastern Africa (P),Northern Africa,Unknown,1,0,1,0,0,0,0,Sickness / lack of access to adequate healthcare,Sahara Desert crossing,"Khartoum, Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),"15.475708, 32.550476",Northern Africa
Incident,2015,December,Eastern Africa (P),Northern Africa,Unknown,6,0,6,0,0,0,0,Sickness / lack of access to adequate healthcare,Sahara Desert crossing,"Kufra, Libya",Mixed Migration Monitoring Mechanism Initative (4mi),"23.321289, 21.866882",Northern Africa
Incident,2015,December,Eastern Africa (P),Northern Africa,Unknown,1,0,1,0,0,0,0,Sickness / lack of access to adequate healthcare,Sahara Desert crossing,"Sabha, Libya",Mixed Migration Monitoring Mechanism Initative (4mi),"27.032288, 14.456116",Northern Africa
Incident,2015,December,Eastern Africa (P),Eastern Africa,Unknown,2,0,2,0,0,0,0,Mixed or unknown,0,"Near La'anod, Somalia",Mixed Migration Monitoring Mechanism Initative (4mi),"8.476128, 47.34748",Eastern Africa
Incident,2015,December,Eastern Africa (P),Northern Africa,Unknown,3,0,3,0,0,0,0,Mixed or unknown,0,"Wadi Halfa, Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),"14.385925, 33.50293",Northern Africa
Incident,2015,December,Eastern Africa (P),Northern Africa,Unknown,12,0,12,0,0,0,0,Violence,Sahara Desert crossing,"Kufra, Libya",Mixed Migration Monitoring Mechanism Initative (4mi),"23.321289, 21.866882",Northern Africa
Incident,2015,December,Eastern Africa (P),Northern Africa,Unknown,1,0,1,0,0,0,0,Sickness / lack of access to adequate healthcare,Sahara Desert crossing,"Aswan, Egypt",Mixed Migration Monitoring Mechanism Initative (4mi),"24.088318, 32.900085",Northern Africa
Incident,2015,December,Eastern Africa (P),Eastern Africa,Unknown,3,0,3,0,0,0,0,Mixed or unknown,0,At end of Tanzanian waters,Mixed Migration Monitoring Mechanism Initative (4mi),"-9.94989, 40.462708",Eastern Africa
Incident,2015,December,Eastern Africa (P),Eastern Africa,Unknown,1,0,1,0,0,0,0,Sickness / lack of access to adequate healthcare,0,"Bahir Dar, Ethiopia",Mixed Migration Monitoring Mechanism Initative (4mi),"11.57428, 37.361328",Eastern Africa
Incident,2015,December,Eastern Africa (P),Northern Africa,Unknown,23,0,23,0,0,0,0,Sickness / lack of access to adequate healthcare,Sahara Desert crossing,"Sabha, Libya",Mixed Migration Monitoring Mechanism Initative (4mi),"27.032288, 14.456116",Northern Africa
Incident,2015,December,Eastern Africa (P),Northern Africa,Unknown,11,0,11,0,0,0,0,Sickness / lack of access to adequate healthcare,Sahara Desert crossing,"Ajdabiya, Libya",Mixed Migration Monitoring Mechanism Initative (4mi),"30.376526, 19.984131",Northern Africa
Incident,2015,December,Eastern Africa (P),Northern Africa,Unknown,36,0,36,0,0,0,0,Violence,Sahara Desert crossing,"Sabha, Libya",Mixed Migration Monitoring Mechanism Initative (4mi),"27.032288, 14.456116",Northern Africa
Incident,2015,December,Western / Southern Asia (P),Mediterranean,Unknown,1,0,1,0,1,0,1,Drowning,Eastern Mediterranean,"Found on Fournoi Island, Greece",Hellenic Coast Guaard vai IOM Athens,"37.63936948, 26.498112",Uncategorized
Incident,2015,December,Western / Southern Asia (P),Mediterranean,Unknown,1,0,1,0,0,1,0,Drowning,Eastern Mediterranean,"Found on Kalymnos island, Greece",Hellenic Coast Guaard vai IOM Athens,"37.576548, 26.482196",Uncategorized
Incident,2015,December,Southern Asia,Mediterranean,Afghanistan,2,0,2,69,1,0,1,Drowning,Eastern Mediterranean,"Off the coast of Çeşme in İzmir province, Türkiye. En route to Chios island, Greece.",Hurriyet News,"39.0245112, 15.296917",Uncategorized
Incident,2015,December,Western / Southern Asia (P),Mediterranean,Unknown,13,1,14,15,2,4,7,Drowning,Eastern Mediterranean,off the coast of Farmakonisi islands,Hellenic Coast Guard via IOM Athens,"37.2954, 27.1127",Uncategorized
Incident,2015,December,Western Asia,Mediterranean,Syrian Arab Republic,11,0,11,7,0,0,1,Drowning,Eastern Mediterranean,"off the coast of Kusadasi, Türkiye. En route to Samos, Greece.",Hurriyet News,"39.3805469, 26.186166",Uncategorized
Incident,2015,December,Unknown,Mediterranean,Unknown,1,0,1,509,0,0,0,Drowning,Central Mediterranean,"Brought to Augusta, Italy",UNHCR,"36.179661, 14.815938",Uncategorized
Incident,2015,December,Western / Southern Asia (P),Mediterranean,Unknown,1,0,1,0,1,0,0,Mixed or unknown,Eastern Mediterranean,"Found on Fournoi Island, Greece",Hellenic Coast Guaard vai IOM Athens,"37.566252, 26.505769",Uncategorized
Incident,2015,December,Western / Southern Asia (P),Mediterranean,Unknown,20,0,20,21,0,0,11,Drowning,Eastern Mediterranean,Between Izmir province and Lesvos. About two miles off the Turkish coast when the boat began having trouble.,EuronewsHurriyet Daily News,"39.088957, 26.781175",Uncategorized
Incident,2015,December,Western / Southern Asia (P),Mediterranean,Unknown,2,0,2,0,2,0,0,Drowning,Eastern Mediterranean,"Found on Fournoi Island, Greece",Hellenic Coast Guaard vai IOM Athens,"37.756132, 26.960456",Uncategorized
Incident,2015,December,Southern Asia,Mediterranean,Afghanistan,1,0,1,0,1,0,1,Vehicle accident / death linked to hazardous transport,Eastern Mediterranean,"Off the coast of Samos Island, Greece",IOM Athens,"37.828242, 27.003982",Uncategorized
Incident,2015,December,Central America,Central America,Honduras,1,0,1,0,0,1,0,Drowning,US-Mexico border crossing,"Rio Bravo, ""Las Cruces”, under the puente internacional. Piedras Negras, Ciahuila, Mexico",Canal 6,"28.706139, -100.512441",Central America
Incident,2015,December,Unknown,Mediterranean,Unknown,2,0,2,185,0,0,0,Mixed or unknown,Western Mediterranean,"Near Benzu in the north of Ceuta, Spain",Al Jazeera,"35.91653, -5.372926",Uncategorized
Incident,2015,December,Western / Southern Asia (P),Mediterranean,Unknown,1,0,1,0,1,0,0,Drowning,Eastern Mediterranean,"Found on Samos Island, Greece",Hellenic Coast Guaard vai IOM Athens,"37.707325, 27.000325",Uncategorized
Incident,2015,December,Western / Southern Asia (P),Mediterranean,Unknown,1,0,1,0,0,1,0,Drowning,Eastern Mediterranean,"Found at Karlovasi port on Samos Island, Greece.",Hellenic Coast Guaard vai IOM Athens,"37.798058, 26.69863",Uncategorized
Incident,2015,December,Caribbean,Caribbean,Cuba,0,13,13,0,1,12,0,Drowning,Caribbean to US,"Between Artemisa, Cuba and Florida, USA",El Nuevo Herald,"23.930804, -83.269439",Uncategorized
Incident,2015,December,Western / Southern Asia (P),Mediterranean,Unknown,1,0,1,0,1,0,1,Drowning,Eastern Mediterranean,"Found on Fournoi Island, Greece",IOM Greece,"37.593055, 26.518854",Uncategorized
Incident,2015,December,Western Asia,Northern Africa,State of Palestine,1,0,1,0,0,1,0,Violence,0,Gaza Egypt border,Al Jazeera,"31.30945, 34.222756",Northern Africa
Incident,2015,December,Central America,Central America,El Salvador,1,0,1,0,0,1,0,Mixed or unknown,0,"Train Station, Tapachula, Chiapas, Mexico",Quadratin Queretaro,"14.893189, -92.27541",Central America
Incident,2015,December,Western / Southern Asia (P),Mediterranean,Unknown,4,0,4,0,3,1,1,Drowning,Eastern Mediterranean,"Found on island of Fournoi, Greece","Hellenic Coast Guard, via IOM Athens ","37.551464, 26.507867",Uncategorized
Incident,2015,December,Southern Asia,Europe,Afghanistan,1,0,1,0,0,0,0,Vehicle accident / death linked to hazardous transport,English Channel to the UK,"Motorway near Dunkirque, France",El Siglo de Torreon,"51.016352, 2.399438",Western Europe
Incident,2015,December,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.75735, -111.778467",Northern America
Incident,2015,December,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.012064, -111.29569",Northern America
Incident,2015,December,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,1,0,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.7475, -111.63482",Northern America
Incident,2015,December,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.02188, -112.14597",Northern America
Incident,2015,December,Western / Southern Asia (P),Mediterranean,Unknown,2,0,2,0,1,1,0,Drowning,Eastern Mediterranean,"Found on Samos Island, Greece","Hellenic Coast Guard, via IOM Athens ","37.757877, 27.028391",Uncategorized
Incident,2015,December,Eastern Africa,Eastern Africa,Malawi,0,1,1,11,1,0,1,Accidental death,0,"Beitbridge border crossing, Zimbabwe",The Herald,"-22.216669, 29.999997",Eastern Africa
Incident,2015,December,Eastern Africa (P),Eastern Africa,Unknown,1,0,1,0,0,0,0,Sickness / lack of access to adequate healthcare,0,"Hosingow, Somalia",Mixed Migration Monitoring Mechanism Initative (4mi),"-0.023376, 41.314087",Eastern Africa
Incident,2015,December,Eastern Africa (P),Eastern Africa,Unknown,1,0,1,0,0,0,0,Violence,0,"Mogadishu, Somalia",Mixed Migration Monitoring Mechanism Initative (4mi),"2.075684, 45.353088",Eastern Africa
Incident,2015,December,Eastern Africa (P),Eastern Africa,Unknown,1,0,1,0,0,0,0,Violence,0,"Tuulo Barwaaqo, Somalia",Mixed Migration Monitoring Mechanism Initative (4mi),"5.152149, 46.199616",Eastern Africa
Incident,2015,December,Unknown,Western Africa,Unknown,2,0,2,0,0,0,0,Violence,Sahara Desert crossing,"Sahara Desert, between Agadez, Niger and Tripoli, Libya",MHub,"22.084293, 12.726891",Western Africa
Incident,2015,December,Unknown,Western Africa,Unknown,1,0,1,0,0,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,"Sahara Desert, between Agadez, Niger and Tripoli, Libya",MHub,"19.075158, 8.024068",Western Africa
Incident,2015,December,Unknown,Western Africa,Unknown,1,0,1,0,0,0,0,Mixed or unknown,Sahara Desert crossing,"Sahara Desert, between Agadez, Niger and Tripoli, Libya",MHub,"19.075158, 8.024068",Western Africa
Incident,2015,December,Unknown,Western Africa,Unknown,1,0,1,0,0,0,0,Mixed or unknown,Sahara Desert crossing,"Sahara Desert, between Agadez, Niger and Tripoli, Libya",MHub,"19.075158, 8.02407",Western Africa
Incident,2015,December,Unknown,Northern Africa,Unknown,2,0,2,0,0,0,0,Violence,Sahara Desert crossing,"Unspecified location, Algeria",MHub,"28.033886, 1.659626",Northern Africa
Incident,2015,December,Unknown,Northern Africa,Unknown,1,0,1,0,0,0,0,Violence,Sahara Desert crossing,"Unspecified location, Libya",MHub,"26.239989, 12.913084",Northern Africa
Incident,2015,December,Unknown,Northern Africa,Unknown,4,0,4,0,0,0,0,Violence,Sahara Desert crossing,"Sabha, Libya",MHub,"27.4979707, 14.518289",Northern Africa
Cumulative Incident,2015,December,Unknown,Mediterranean,Unknown,7,0,7,0,0,0,0,Drowning,Central Mediterranean,"Bodies recovered near Zarzis or Ben Gardane, Tunisia",IOM Tunisia,"33.547016, 11.098013",Uncategorized
Cumulative Incident,2015,December,Latin America / Caribbean (P),Central America,Unknown,3,0,3,0,0,0,0,Violence,0,"Between Querétaro and Celaya in the Mexican states of Querétaro and Guanajuato, respectively. Mexico",Scalabrinian migrant activists quoted in 24News.ca,"20.692916, -100.251252",Central America
Cumulative Incident,2015,December,Latin America / Caribbean (P),North America,Unknown,123,0,123,0,0,0,0,Mixed or unknown,US-Mexico border crossing,"Unspecified location in Texas, USA",Texas county sheriffs and medical examiners,"29.81932753, -101.132282",Northern America
Cumulative Incident,2015,December,South America,Caribbean,Venezuela (Bolivarian Republic of),5,0,5,0,0,2,0,Drowning,Venezuela to Caribbean,"At sea, between Venezuela and Curaçao",New York Times,"11.72421, -68.68923",South America
Cumulative Incident,2015,December,Western Asia,Europe,Iraq,2,0,2,0,0,2,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Western Balkans,Unspecified location in Bulgaria,Whales Online,"43.080295, 23.703613",Eastern Europe
Incident,2015,July,Northern Africa,Europe,Egypt,1,0,1,0,0,0,1,Vehicle accident / death linked to hazardous transport,English Channel to the UK,"Gare du Nord, Paris, France","Institute for Race Relations, Lemonade","48.88169885, 2.355646",Western Europe
Incident,2015,October,Southern Asia,Europe,Afghanistan,1,0,1,5,0,1,0,Vehicle accident / death linked to hazardous transport,English Channel to the UK,"M20 Motorway, near Maidstone, UK","Kent Online, Institute for Race Relations","51.29458858, 0.476694",Northern Europe
Split Incident,2015,November,Southern Asia,Europe,"Afghanistan,Iran (Islamic Republic of)",2,0,2,0,0,2,1,Vehicle accident / death linked to hazardous transport,English Channel to the UK,"Remains found in a shipping container in Burton-on-Trend, UK","BBC, Institute for Race Relations","52.8140281, -1.637136",Northern Europe
Incident,2015,November,Unknown,Europe,Unknown,1,0,1,7,0,1,0,Vehicle accident / death linked to hazardous transport,English Channel to the UK,"Near Grande-Synthe, Dunkirk, France","3 Hauts-de-France, Institute of Race Relations","50.99989669, 2.30601",Western Europe
Incident,2015,December,Southern Asia,Europe,Iran (Islamic Republic of),1,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,English Channel to the UK,"A16 Motorway, near Grande-Synthe, Dunkirk, France","La Voix du Nord, Institute of Race Relations","50.97915024, 2.238719",Western Europe
Incident,2015,January,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Drowning,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.92505, -112.80985",Northern America
Incident,2015,January,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"33.446545, -112.083092",Northern America
Incident,2015,January,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.537267, -111.626567",Northern America
Incident,2015,April,Latin America / Caribbean (P),North America,Unknown,2,0,2,0,0,2,0,Violence,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.628412, -112.711138",Northern America
Incident,2015,June,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.3797, -112.7411",Northern America
Incident,2015,June,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.976781, -109.486791",Northern America
Incident,2015,July,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.76437, -111.61075",Northern America
Incident,2015,July,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.12695, -112.141385",Northern America
Incident,2015,August,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.658333, -112.520447",Northern America
Incident,2015,August,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.927567, -112.678617",Northern America
Incident,2015,September,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"33.377383, -113.496817",Northern America
Incident,2015,October,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.640333, -112.857167",Northern America
Cumulative Incident,2015,December,Eastern Africa,Eastern Africa,Comoros,8,27,35,0,0,0,0,Drowning,Comoros to Mayotte,Unspecified location between Comoros and Mayotte,"Institut National de la Statistique, des Etudes Economiques et Démographiques (INSEED) des Comores","-12.565108, 44.862988",Eastern Africa
Incident,2016,January,Western Asia,Mediterranean,Syrian Arab Republic,1,0,1,39,0,1,1,Drowning,Eastern Mediterranean,"Near Agathonisi island, Greece. Boat hit rocks on tiny Nera island next to Agathonisi. ",IOM Athens and Migrant Report,"37.4578641, 26.9379225",Uncategorized
Incident,2016,January,Central America,Central America,Honduras,3,0,3,0,0,3,3,Mixed or unknown,0,Northern Mexico',Tiempo,"27.9826499, -103.7840617",Central America
Incident,2016,January,Sub-Saharan Africa (P),Mediterranean,Unknown,1,0,1,0,0,1,0,Drowning,Western Mediterranean,"Body found on Benzú beach, near the Morocco-Spain border",El Mundo,"35.9441719, -5.6963732",Uncategorized
Incident,2016,January,Western / Southern Asia (P),Mediterranean,Unknown,4,0,4,0,1,3,0,Drowning,Eastern Mediterranean,"Found on Fournoi Island, Greece","Hellenic Coast Guard, via IOM Athens ","37.596379, 26.424823",Uncategorized
Incident,2016,January,Western / Southern Asia (P),Mediterranean,Unknown,1,0,1,0,0,0,0,Drowning,Eastern Mediterranean,"Found on Samos Island, Greece","Hellenic Coast Guard, via IOM Athens ","37.7245805, 26.6778283",Uncategorized
Incident,2016,January,Western / Southern Asia (P),Mediterranean,Unknown,1,0,1,0,1,0,0,Drowning,Eastern Mediterranean,"Found on Fournoi Island, Greece","Hellenic Coast Guard, via IOM Athens ","37.596379, 26.424823",Uncategorized
Incident,2016,January,Western / Southern Asia (P),Mediterranean,Unknown,1,0,1,0,0,1,0,Drowning,Eastern Mediterranean,"Found on Tinos Island, Greece","Hellenic Coast Guard, via IOM Athens ","37.5381845, 25.1580607",Uncategorized
Incident,2016,January,Sub-Saharan Africa (P),Mediterranean,Unknown,3,0,3,0,0,3,0,Drowning,Western Mediterranean,"Morocco-Spain border, between the towns of Belyounech, Morocco and Benzú, Spain","Yabiladi, Público","37.0029535, -1.4279286",Uncategorized
Incident,2016,January,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.81276, -111.40755",Northern America
Incident,2016,January,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.9148, -112.54042",Northern America
Incident,2016,January,Mixed,Mediterranean,Unknown,1,0,1,0,1,0,0,Drowning,Eastern Mediterranean,"Found on Ikaria Island, Greece. Avlaki beach","Hellenic Coast Guard, via IOM Athens ","37.596379, 26.424823",Uncategorized
Incident,2016,January,Western / Southern Asia (P),Mediterranean,Unknown,1,0,1,0,1,0,1,Drowning,Eastern Mediterranean,"Found on Ikaria Island, Greece. Aginola beach",Hellenic Coast Guard,"37.596379, 26.424823",Uncategorized
Incident,2016,January,Mixed,Mediterranean,"Algeria,Iraq,Syrian Arab Republic",36,0,36,8,2,0,3,Drowning,Eastern Mediterranean,"Washed up on the shore of Ayvalik, and nearby Dikili, Türkiye or found in the sea nearby. Most on Ayvalik with 10 -12 on Dikili. Likely en route to Lesvos, Greece","AP, Action Group for Palestinians of Syria","39.0776862, 26.8860692",Uncategorized
Incident,2016,January,Western / Southern Asia (P),Mediterranean,Unknown,1,0,1,0,0,0,0,Drowning,Eastern Mediterranean,"Found on the coast of Lesvos Island, Greece, Mithimna port. ",Hellenic Coast Guard,"39.3663305, 26.135897",Uncategorized
Incident,2016,January,Eastern Africa,Eastern Africa,"Ethiopia,Somalia",0,36,36,70,0,0,0,Drowning,Horn of Africa to Yemen crossing,Off the coast of Somaliland autonomous region in northern Somalia,IOM Somalia,"10.8362539, 45.6400791",Eastern Africa
Incident,2016,January,Northern Africa,Mediterranean,Morocco,1,0,1,0,0,1,1,Drowning,Western Mediterranean,"Port of Melilla, near a boat that was travelling to Almeria, Spain",Asociación Pro Derechos Humanos de Andalucía,"35.2850613, -2.933977",Uncategorized
Incident,2016,January,Western Asia,Western Asia,Syrian Arab Republic,4,0,4,30,0,0,2,Vehicle accident / death linked to hazardous transport,0,"Ezine–Bayramic road in Canakkale, by/on Harharik Bridge, Türkiye",Anadolu Agency,"39.8136758, 26.5558626",Western Asia
Incident,2016,January,Eastern Africa (P),Northern Africa,Unknown,2,0,2,0,0,0,0,Mixed or unknown,Sahara Desert crossing,"Shemaliya, Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),"19.4022552, 27.9053789",Northern Africa
Incident,2016,January,Latin America / Caribbean (P),North America,Unknown,4,0,4,0,1,0,0,Mixed or unknown,US-Mexico border crossing,"Ranch near Falfurrias, Brooks County, Texas, USA",The Monitor,"27.0116055, -98.3848503",Northern America
Incident,2016,January,Central America,North America,Guatemala,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.152887, -111.237689",Northern America
Incident,2016,January,Central America,Central America,Honduras,1,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,0,"Km. 39 on Highway 'El Ceibo', Tenosique, Mexico",@Ruben FigueroaDH,"17.2643417, -91.0018464",Central America
Incident,2016,January,Western Asia,Western Asia,Syrian Arab Republic,7,0,7,42,0,0,0,Vehicle accident / death linked to hazardous transport,0,"Western Balikesir province, Türkiye",Dogan News Agency,"39.5071324, 27.9384909",Western Asia
Incident,2016,January,Unknown,Europe,Unknown,1,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,0,"Found at Orly Airport, France. Was on flight from Brazil that landed in Charles de Gaulle on the 10th of January. ",Daily Mail,"48.7262433, 2.3630585",Western Europe
